[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
MaxPlvRotSpd	d/s	465.7298
MaxThxRotSpd	d/s	632.3520
MaxArmsRotSpd	d/s	936.6004
MaxShftRotSpd	d/s	1624.8155
ShftAngAtMaxSpd	deg	39.4022
PlvThxRotSpdGain	d/s	166.6222
ThxArmsRotSpdGain	d/s	304.2484
ArmsShftRotSpdGain	d/s	688.2151
BckSwngMS	ms	1070.8333
FwdSwngMS	ms	337.5000
FThruMS	ms	587.5000
XFctrS1	deg	6.7824
WrstSetAng1	deg	88.3339
ShftAngAtMxSpd	deg	39.4022
MaxShftRotSpd2	d/s	1624.8155
ShftRotSpdAtImp	d/s	1435.3694
ShftRotSpdLoss	d/s	189.4460
WrstSetAng2	deg	88.3339
XFctrTop1	deg	36.6412
XFctrMax1	deg	43.4236
XFctrStrch2	deg	6.7824
BckSwngSecs	s	1.0708
FwdSwngSecs	s	0.3375
FThruSecs	s	0.5875
KineSeqSum	order	8.0000
PlvAvgAngAccel	d/s/s	1121.3913
ThxAvgAngAccel	d/s/s	2221.7506
ArmsAvgAngAccel	d/s/s	2979.8179
ShftAvgAngAccel	d/s/s	5027.0277
PlvAvgAngDecel	d/s/s	3441.1440
ThxAvgAngDecel	d/s/s	2141.2000
ArmsAvgAngDecel	d/s/s	1250.0492
ShftAvgAngDecel	d/s/s	4760.9785
PlvMaxRotSpd2	d/s	449.3380
ThxMaxRotSpd2	d/s	628.3050
ArmsMaxRotSpd2	d/s	925.1260
ShftMaxRotSpd2	d/s	1624.8150
ToPlvRotSpdGain2	d/s	449.3380
PlvThxRotSpdGain2	d/s	178.9670
ThxArmsRotSpdGain2	d/s	296.8210
ArmsShftRotSpdGain2	d/s	699.6890
tBefImpPlv	ms	83.3333
tBefImpThx	ms	75.0000
tBefImpArms	ms	54.1667
tBefImpShft	ms	12.5000
tBefTopPlv	ms	150.0000
tBefTopThx	ms	20.8333
tBefTopArms	ms	33.3333
tBefTopShft	ms	0.0000
TOrderPlv	order	1.0000
TOrderThx	order	3.0000
TOrderArms	order	2.0000
TOrderShft	order	4.0000
POrderPlv	order	1.0000
POrderThx	order	2.0000
POrderArm	order	3.0000
POrderShft	order	4.0000
CRAtPlvTransSA	deg	35.7870
CRAtThxTransSA	deg	41.4660
CRAtPTEquiSA	deg	42.2220
PTOppDir	deg	5.6790
PTFwdDir	deg	0.7560
PTMax	deg	6.4350
tPlvTrans	ms	-150.0000
tThxTrans	ms	-20.8333
tEquiVelT	ms	12.5000
tEquiVelI	ms	-325.0000
tPTOpp	ms	129.1667
tPTFwd	ms	33.3333
tPTtotal	ms	162.5000
vPTOpp	d/s	43.9665
vPTFwd	d/s	22.6800
vPTMax	d/s	39.6000
CRAtPlvTransJCS	deg	38.1210
CRAtThxTransJCS	deg	43.3290
CRAtPTEquiJCS	deg	44.0860
PTOppDirJCS	deg	5.2080
PTFwdDirJCS	deg	0.7570
PTMaxJCS	deg	5.9650
vPTOppJCS	d/s	40.3200
vPTFwdJCS	d/s	22.7100
vPTMaxJCS	d/s	36.7077
LUArmAvgAngAccel	d/s/s	2028.9735
LUArmAvgAngDecel	d/s/s	0.0000
LUArmMaxAngVel	d/s	748.8600
LUArmAngVelGain	d/s	120.5550
LUArmPeakTime	ms	0.0000
LUArmTransTime	ms	33.3333
LUArmToClbGain	d/s	875.9550
PlvPcntMax	%	27.6547
ThxPcntMax	%	38.6693
ArmPcntMax	%	46.0889
ArmsPcntMax	%	56.9373
ClbPcntMax	%	100.0000
fGainPT	ratio	1.3983
fGainTU	ratio	1.1919
fGainUC	ratio	2.1697
fGainTA	ratio	1.4724
fGainAC	ratio	1.7563
tPeaksPT	ms	8.3333
tPeaksTU	ms	75.0000
tPeaksUC	ms	-12.5000
tPeaksTA	ms	20.8333
tPeaksAC	ms	41.6667
PcntLegs	%	27.6547
