[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
MaxPlvRotSpd	d/s	445.1310
MaxThxRotSpd	d/s	604.8744
MaxArmsRotSpd	d/s	811.7534
MaxShftRotSpd	d/s	1640.8333
ShftAngAtMaxSpd	deg	28.3314
PlvThxRotSpdGain	d/s	159.7433
ThxArmsRotSpdGain	d/s	206.8790
ArmsShftRotSpdGain	d/s	829.0799
BckSwngMS	ms	1116.6667
FwdSwngMS	ms	270.8333
FThruMS	ms	400.0000
XFctrS1	deg	0.0000
WrstSetAng1	deg	106.9933
ShftAngAtMxSpd	deg	28.3314
MaxShftRotSpd2	d/s	1640.8333
ShftRotSpdAtImp	d/s	1573.2771
ShftRotSpdLoss	d/s	67.5563
WrstSetAng2	deg	106.9933
XFctrTop1	deg	49.4655
XFctrMax1	deg	49.4655
XFctrStrch2	deg	0.0000
BckSwngSecs	s	1.1167
FwdSwngSecs	s	0.2708
FThruSecs	s	0.4000
KineSeqSum	order	8.0000
PlvAvgAngAccel	d/s/s	1266.0723
ThxAvgAngAccel	d/s/s	1823.3799
ArmsAvgAngAccel	d/s/s	3214.1806
ShftAvgAngAccel	d/s/s	6129.5585
PlvAvgAngDecel	d/s/s	977.4523
ThxAvgAngDecel	d/s/s	0.0000
ArmsAvgAngDecel	d/s/s	1920.0713
ShftAvgAngDecel	d/s/s	5415.6042
PlvMaxRotSpd2	d/s	442.8593
ThxMaxRotSpd2	d/s	591.8867
ArmsMaxRotSpd2	d/s	806.9347
ShftMaxRotSpd2	d/s	1633.2216
ToPlvRotSpdGain2	d/s	442.8593
PlvThxRotSpdGain2	d/s	149.0275
ThxArmsRotSpdGain2	d/s	215.0480
ArmsShftRotSpdGain2	d/s	826.2869
tBefImpPlv	ms	33.3333
tBefImpThx	ms	0.0000
tBefImpArms	ms	54.1667
tBefImpShft	ms	4.1667
tBefTopPlv	ms	112.5000
tBefTopThx	ms	54.1667
tBefTopArms	ms	37.5000
tBefTopShft	ms	0.0000
TOrderPlv	order	1.0000
TOrderThx	order	2.0000
TOrderArms	order	3.0000
TOrderShft	order	4.0000
POrderPlv	order	2.0000
POrderThx	order	4.0000
POrderArm	order	1.0000
POrderShft	order	3.0000
CRAtPlvTransSA	deg	40.4370
CRAtThxTransSA	deg	42.5380
CRAtPTEquiSA	deg	42.7400
PTOppDir	deg	2.1010
PTFwdDir	deg	0.2020
PTMax	deg	2.3030
tPlvTrans	ms	-112.5000
tThxTrans	ms	-54.1667
tEquiVelT	ms	-25.0000
tEquiVelI	ms	-295.8333
tPTOpp	ms	58.3333
tPTFwd	ms	29.1667
tPTtotal	ms	87.5000
vPTOpp	d/s	36.0171
vPTFwd	d/s	6.9257
vPTMax	d/s	26.3200
CRAtPlvTransJCS	deg	41.8990
CRAtThxTransJCS	deg	43.9100
CRAtPTEquiJCS	deg	44.0580
PTOppDirJCS	deg	2.0110
PTFwdDirJCS	deg	0.1480
PTMaxJCS	deg	2.1590
vPTOppJCS	d/s	34.4743
vPTFwdJCS	d/s	5.0743
vPTMaxJCS	d/s	24.6743
LUArmAvgAngAccel	d/s/s	3343.2718
LUArmAvgAngDecel	d/s/s	2055.5508
LUArmMaxAngVel	d/s	850.3048
LUArmAngVelGain	d/s	258.4180
LUArmPeakTime	ms	50.0000
LUArmTransTime	ms	50.0000
LUArmToClbGain	d/s	782.9169
PlvPcntMax	%	27.1157
ThxPcntMax	%	36.2404
