[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
MaxPlvRotSpd	d/s	427.5484
MaxThxRotSpd	d/s	601.4955
MaxArmsRotSpd	d/s	802.2112
MaxShftRotSpd	d/s	1586.6060
ShftAngAtMaxSpd	deg	13.9929
PlvThxRotSpdGain	d/s	173.9471
ThxArmsRotSpdGain	d/s	200.7157
ArmsShftRotSpdGain	d/s	784.3948
BckSwngMS	ms	916.6667
FwdSwngMS	ms	308.3333
FThruMS	ms	425.0000
XFctrS1	deg	0.1457
WrstSetAng1	deg	102.3101
ShftAngAtMxSpd	deg	13.9929
MaxShftRotSpd2	d/s	1586.6060
ShftRotSpdAtImp	d/s	1586.6060
ShftRotSpdLoss	d/s	0.0000
WrstSetAng2	deg	102.3101
XFctrTop1	deg	46.0650
XFctrMax1	deg	46.2106
XFctrStrch2	deg	0.1457
BckSwngSecs	s	0.9167
FwdSwngSecs	s	0.3083
FThruSecs	s	0.4250
KineSeqSum	order	8.0000
PlvAvgAngAccel	d/s/s	1331.5013
ThxAvgAngAccel	d/s/s	1726.8096
ArmsAvgAngAccel	d/s/s	2689.0092
ShftAvgAngAccel	d/s/s	5117.1857
PlvAvgAngDecel	d/s/s	515.8422
ThxAvgAngDecel	d/s/s	0.0000
ArmsAvgAngDecel	d/s/s	1658.0039
ShftAvgAngDecel	d/s/s	5027.3867
PlvMaxRotSpd2	d/s	424.8493
ThxMaxRotSpd2	d/s	586.1590
ArmsMaxRotSpd2	d/s	799.6750
ShftMaxRotSpd2	d/s	1568.6030
ToPlvRotSpdGain2	d/s	424.8493
PlvThxRotSpdGain2	d/s	161.3097
ThxArmsRotSpdGain2	d/s	213.5160
ArmsShftRotSpdGain2	d/s	768.9280
tBefImpPlv	ms	41.6667
tBefImpThx	ms	0.0000
tBefImpArms	ms	54.1667
tBefImpShft	ms	0.0000
tBefTopPlv	ms	54.1667
tBefTopThx	ms	33.3333
tBefTopArms	ms	45.8333
tBefTopShft	ms	0.0000
TOrderPlv	order	1.0000
TOrderThx	order	3.0000
TOrderArms	order	2.0000
TOrderShft	order	4.0000
POrderPlv	order	2.0000
POrderThx	order	3.0000
POrderArm	order	1.0000
POrderShft	order	3.0000
CRAtPlvTransSA	deg	41.1970
CRAtThxTransSA	deg	41.4510
CRAtPTEquiSA	deg	41.7130
PTOppDir	deg	0.2540
PTFwdDir	deg	0.2620
PTMax	deg	0.5160
tPlvTrans	ms	-54.1667
tThxTrans	ms	-33.3333
tEquiVelT	ms	0.0000
tEquiVelI	ms	-308.3333
tPTOpp	ms	20.8333
tPTFwd	ms	33.3333
tPTtotal	ms	54.1667
vPTOpp	d/s	12.1920
vPTFwd	d/s	7.8600
vPTMax	d/s	9.5262
CRAtPlvTransJCS	deg	43.5160
CRAtThxTransJCS	deg	43.8080
CRAtPTEquiJCS	deg	44.0360
PTOppDirJCS	deg	0.2920
PTFwdDirJCS	deg	0.2280
PTMaxJCS	deg	0.5200
vPTOppJCS	d/s	14.0160
vPTFwdJCS	d/s	6.8400
vPTMaxJCS	d/s	9.6000
LUArmAvgAngAccel	d/s/s	2572.9497
LUArmAvgAngDecel	d/s/s	1399.5681
LUArmMaxAngVel	d/s	828.6724
LUArmAngVelGain	d/s	242.5134
LUArmPeakTime	ms	29.1667
LUArmTransTime	ms	50.0000
LUArmToClbGain	d/s	739.9306
PlvPcntMax	%	27.0846
ThxPcntMax	%	37.3682
ArmPcntMax	%	52.8287
ArmsPcntMax	%	50.9801
ClbPcntMax	%	100.0000
fGainPT	ratio	1.3797
fGainTU	ratio	1.4137
fGainUC	ratio	1.8929
fGainTA	ratio	1.3643
fGainAC	ratio	1.9616
tPeaksPT	ms	41.6667
tPeaksTU	ms	-29.1667
tPeaksUC	ms	29.1667
tPeaksTA	ms	-54.1667
tPeaksAC	ms	54.1667
PcntLegs	%	27.0846
PcntCore	%	10.2837
PcntShld	%	15.4605
PcntWrst	%	47.1713
POrderPlvU	order	1.0000
POrderThxU	order	3.0000
POrderArmU	order	2.0000
POrderShftU	order	3.0000
TOrderPlvU	order	1.0000
TOrderThxU	order	3.0000
TOrderArmU	order	2.0000
TOrderShftU	order	4.0000
tTranToPkPlv	ms	320.8333
tTranToPkThx	ms	341.6667
tTranToPkLUArm	ms	329.1667
tTranToPkClb	ms	308.3333
tTranToImpPlv	ms	362.5000
tTranToImpThx	ms	341.6667
tTranToImpLUArm	ms	358.3333
tTranToImpArms	ms	354.1667
tTranToImpClb	ms	308.3333
tTranPlvThx	ms	20.8333
tTranThxLUArm	ms	-16.6667
tTranLUArmClb	ms	50.0000
tTranThxArms	ms	-12.5000
tTranArmsClb	ms	45.8333
PlvTransAccel	d/s/s	580.1012
ThxTransAccel	d/s/s	1080.7223
LUArmTransAccel	d/s/s	1948.5186
ClbTransAccel	d/s/s	4011.0194
tTranToEqPlv	ms	54.1667
tTranToEqThx	ms	33.3333
tTranToEqLUArm	ms	50.0000
tTranToEqClb	ms	0.0000
ShHorAdAtThxTrans	deg	74.5590
ShHorAdAtLArmTrans	deg	74.4070
ShHorAdMin	deg	66.8310
ThxLArmContraAng	deg	0.0000
ThxLArmIpsiAng	deg	0.0000
ThxLArmTotalAng	deg	0.0000
tThxLArmContra	ms	0.0000
tThxLArmIpsi	ms	0.0000
tThxLArmTotal	ms	0.0000
vThxLArmContra	d/s	0.0000
vThxLArmIpsi	d/s	0.0000
vThxLArmTotal	d/s	0.0000
WrSetAtLArmTrans	deg	105.1980
WrSetAtClbTrans	deg	98.6160
WrSetMin	deg	96.0870
WrSetPreImp	deg	132.9300
LArmClbContraAng	deg	6.5820
LArmClbIpsiAng	deg	2.5290
LArmClbTotalAng	deg	9.1110
tLArmClbContra	ms	50.0000
tLArmClbIpsi	ms	45.8333
tLArmClbTotal	ms	95.8333
vLArmClbContra	d/s	131.6400
vLArmClbIpsi	d/s	55.1782
vLArmClbTotal	d/s	95.0713
WrSetAVMax	d/s	554.3670
PkOrdBkSwPlv	order	1.0000
PkOrdBkSwThx	order	2.0000
PkOrdBkSwLArm	order	3.0000
PkOrdBkSwClb	order	4.0000
tBkSwPkToTopPlv	ms	579.1667
tBkSwPkToTopThx	ms	566.6667
tBkSwPkToTopLArm	ms	483.3333
tBkSwPkToTopClb	ms	233.3333
tBkSwPkToImpPlv	ms	887.5000
tBkSwPkToImpThx	ms	875.0000
tBkSwPkToImpLArm	ms	791.6667
tBkSwPkToImpClb	ms	541.6667
BkSwPkPlv	d/s	130.1984
BkSwPkThx	d/s	195.0342
BkSwPkLUArm	d/s	202.5478
BkSwPkClb	d/s	438.6468
aaBkSwPlv	d/s/s	355.5096
aaBkSwThx	d/s/s	507.6690
aaBkSwLArm	d/s/s	450.9036
aaBkSwClb	d/s/s	625.6784
adBkSwPlv	d/s/s	545.4068
adBkSwThx	d/s/s	706.0669
adBkSwLArm	d/s/s	582.2866
adBkSwClb	d/s/s	628.4646
tBkSwPkPlvToThx	ms	12.5000
tBkSwPkThxToLArm	ms	83.3333
tBkSwPkLArmToClb	ms	250.0000
PlvRtnMax	deg	97.0520
PlvRtnMin	deg	-54.0110
PlvRtnRng	deg	151.0630
UBdyRtnMax	deg	133.7850
UBdyRtnMin	deg	-94.6410
UBdyRtnRng	deg	228.4260
PlvBndMax	deg	22.7180
PlvBndMin	deg	-0.5900
PlvBndRng	deg	23.3080
UBdyBndMax	deg	45.7170
UBdyBndMin	deg	-8.3950
UBdyBndRng	deg	54.1120
PlvSBndMax	deg	12.3510
PlvSBndMin	deg	-10.5850
PlvSBndRng	deg	22.9360
UBdySBndMax	deg	32.0530
UBdySBndMin	deg	-33.4910
UBdySBndRng	deg	65.5440
HdRtnMax	deg	88.3730
HdRtnMin	deg	-30.7550
HdRtnRng	deg	119.1280
HdBndMax	deg	38.0970
HdBndMin	deg	-10.0840
