[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
MaxPlvRotSpd	d/s	414.3676
MaxThxRotSpd	d/s	611.2742
MaxArmsRotSpd	d/s	815.6352
MaxShftRotSpd	d/s	1663.7293
ShftAngAtMaxSpd	deg	13.4669
PlvThxRotSpdGain	d/s	196.9066
ThxArmsRotSpdGain	d/s	204.3609
ArmsShftRotSpdGain	d/s	848.0941
BckSwngMS	ms	1012.5000
FwdSwngMS	ms	300.0000
FThruMS	ms	429.1667
XFctrS1	deg	0.0083
WrstSetAng1	deg	103.4460
ShftAngAtMxSpd	deg	13.4669
MaxShftRotSpd2	d/s	1663.7293
ShftRotSpdAtImp	d/s	1663.7293
ShftRotSpdLoss	d/s	0.0000
WrstSetAng2	deg	103.4460
XFctrTop1	deg	51.6248
XFctrMax1	deg	51.6331
XFctrStrch2	deg	0.0083
BckSwngSecs	s	1.0125
FwdSwngSecs	s	0.3000
FThruSecs	s	0.4292
KineSeqSum	order	8.0000
PlvAvgAngAccel	d/s/s	1181.5698
ThxAvgAngAccel	d/s/s	1757.0872
ArmsAvgAngAccel	d/s/s	2805.5893
ShftAvgAngAccel	d/s/s	5507.6523
PlvAvgAngDecel	d/s/s	385.3745
ThxAvgAngDecel	d/s/s	0.0000
ArmsAvgAngDecel	d/s/s	1630.1636
ShftAvgAngDecel	d/s/s	5235.8761
PlvMaxRotSpd2	d/s	412.5438
ThxMaxRotSpd2	d/s	600.0009
ArmsMaxRotSpd2	d/s	815.0851
ShftMaxRotSpd2	d/s	1646.2474
ToPlvRotSpdGain2	d/s	412.5438
PlvThxRotSpdGain2	d/s	187.4571
ThxArmsRotSpdGain2	d/s	215.0842
ArmsShftRotSpdGain2	d/s	831.1623
tBefImpPlv	ms	20.8333
tBefImpThx	ms	0.0000
tBefImpArms	ms	54.1667
tBefImpShft	ms	0.0000
tBefTopPlv	ms	70.8333
tBefTopThx	ms	41.6667
tBefTopArms	ms	45.8333
tBefTopShft	ms	0.0000
TOrderPlv	order	1.0000
TOrderThx	order	3.0000
TOrderArms	order	2.0000
TOrderShft	order	4.0000
POrderPlv	order	2.0000
POrderThx	order	3.0000
POrderArm	order	1.0000
POrderShft	order	3.0000
CRAtPlvTransSA	deg	46.1130
CRAtThxTransSA	deg	46.7040
CRAtPTEquiSA	deg	47.0120
PTOppDir	deg	0.5910
PTFwdDir	deg	0.3080
PTMax	deg	0.8990
tPlvTrans	ms	-70.8333
tThxTrans	ms	-41.6667
tEquiVelT	ms	-12.5000
tEquiVelI	ms	-312.5000
tPTOpp	ms	29.1667
tPTFwd	ms	29.1667
tPTtotal	ms	58.3333
vPTOpp	d/s	20.2629
vPTFwd	d/s	10.5600
vPTMax	d/s	15.4114
CRAtPlvTransJCS	deg	48.2130
CRAtThxTransJCS	deg	48.7500
CRAtPTEquiJCS	deg	48.9540
PTOppDirJCS	deg	0.5370
PTFwdDirJCS	deg	0.2040
PTMaxJCS	deg	0.7410
vPTOppJCS	d/s	18.4114
vPTFwdJCS	d/s	6.9943
vPTMaxJCS	d/s	12.7029
LUArmAvgAngAccel	d/s/s	2835.8311
LUArmAvgAngDecel	d/s/s	1421.7820
LUArmMaxAngVel	d/s	865.7322
LUArmAngVelGain	d/s	265.7314
LUArmPeakTime	ms	37.5000
LUArmTransTime	ms	41.6667
LUArmToClbGain	d/s	780.5152
PlvPcntMax	%	25.0596
ThxPcntMax	%	36.4466
ArmPcntMax	%	52.5882
ArmsPcntMax	%	49.5117
ClbPcntMax	%	100.0000
fGainPT	ratio	1.4544
fGainTU	ratio	1.4429
fGainUC	ratio	1.9016
fGainTA	ratio	1.3585
fGainAC	ratio	2.0197
tPeaksPT	ms	20.8333
tPeaksTU	ms	-37.5000
tPeaksUC	ms	37.5000
tPeaksTA	ms	-54.1667
tPeaksAC	ms	54.1667
PcntLegs	%	25.0596
PcntCore	%	11.3869
PcntShld	%	16.1416
PcntWrst	%	47.4118
POrderPlvU	order	2.0000
POrderThxU	order	3.0000
POrderArmU	order	1.0000
POrderShftU	order	3.0000
TOrderPlvU	order	1.0000
TOrderThxU	order	2.0000
TOrderArmU	order	2.0000
TOrderShftU	order	3.0000
tTranToPkPlv	ms	350.0000
tTranToPkThx	ms	341.6667
tTranToPkLUArm	ms	304.1667
tTranToPkClb	ms	300.0000
tTranToImpPlv	ms	370.8333
tTranToImpThx	ms	341.6667
tTranToImpLUArm	ms	341.6667
tTranToImpArms	ms	345.8333
tTranToImpClb	ms	300.0000
tTranPlvThx	ms	29.1667
tTranThxLUArm	ms	0.0000
tTranLUArmClb	ms	41.6667
tTranThxArms	ms	-4.1667
tTranArmsClb	ms	45.8333
PlvTransAccel	d/s/s	626.0194
ThxTransAccel	d/s/s	1271.7083
LUArmTransAccel	d/s/s	1902.8156
ClbTransAccel	d/s/s	4586.4292
tTranToEqPlv	ms	58.3333
tTranToEqThx	ms	29.1667
tTranToEqLUArm	ms	29.1667
tTranToEqClb	ms	-12.5000
ShHorAdAtThxTrans	deg	75.6190
ShHorAdAtLArmTrans	deg	75.6190
ShHorAdMin	deg	67.0060
ThxLArmContraAng	deg	0.0000
ThxLArmIpsiAng	deg	0.0000
ThxLArmTotalAng	deg	0.0000
tThxLArmContra	ms	0.0000
tThxLArmIpsi	ms	0.0000
tThxLArmTotal	ms	0.0000
vThxLArmContra	d/s	0.0000
vThxLArmIpsi	d/s	0.0000
vThxLArmTotal	d/s	0.0000
WrSetAtLArmTrans	deg	95.0270
