[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
MaxPlvRotSpd	d/s	445.4725
MaxThxRotSpd	d/s	584.6877
MaxArmsRotSpd	d/s	803.9421
MaxShftRotSpd	d/s	1693.1637
ShftAngAtMaxSpd	deg	19.6172
PlvThxRotSpdGain	d/s	139.2152
ThxArmsRotSpdGain	d/s	219.2544
ArmsShftRotSpdGain	d/s	889.2216
BckSwngMS	ms	1012.5000
FwdSwngMS	ms	279.1667
FThruMS	ms	450.0000
XFctrS1	deg	0.4142
WrstSetAng1	deg	103.2832
ShftAngAtMxSpd	deg	19.6172
MaxShftRotSpd2	d/s	1693.1637
ShftRotSpdAtImp	d/s	1693.1637
ShftRotSpdLoss	d/s	0.0000
WrstSetAng2	deg	103.2832
XFctrTop1	deg	47.9118
XFctrMax1	deg	48.3260
XFctrStrch2	deg	0.4142
BckSwngSecs	s	1.0125
FwdSwngSecs	s	0.2792
FThruSecs	s	0.4500
KineSeqSum	order	8.0000
PlvAvgAngAccel	d/s/s	1238.9969
ThxAvgAngAccel	d/s/s	1636.0082
ArmsAvgAngAccel	d/s/s	3089.1083
ShftAvgAngAccel	d/s/s	5983.2761
PlvAvgAngDecel	d/s/s	224.1439
ThxAvgAngDecel	d/s/s	0.0000
ArmsAvgAngDecel	d/s/s	1110.6517
ShftAvgAngDecel	d/s/s	5461.2583
PlvMaxRotSpd2	d/s	443.3076
ThxMaxRotSpd2	d/s	558.7122
ArmsMaxRotSpd2	d/s	803.8636
ShftMaxRotSpd2	d/s	1669.8847
ToPlvRotSpdGain2	d/s	443.3076
PlvThxRotSpdGain2	d/s	115.4046
ThxArmsRotSpdGain2	d/s	245.1515
ArmsShftRotSpdGain2	d/s	866.0211
tBefImpPlv	ms	37.5000
tBefImpThx	ms	0.0000
tBefImpArms	ms	58.3333
tBefImpShft	ms	0.0000
tBefTopPlv	ms	116.6667
tBefTopThx	ms	62.5000
tBefTopArms	ms	41.6667
tBefTopShft	ms	0.0000
TOrderPlv	order	1.0000
TOrderThx	order	2.0000
TOrderArms	order	3.0000
TOrderShft	order	4.0000
POrderPlv	order	2.0000
POrderThx	order	3.0000
POrderArm	order	1.0000
POrderShft	order	3.0000
CRAtPlvTransSA	deg	40.2340
CRAtThxTransSA	deg	42.3030
CRAtPTEquiSA	deg	42.8440
PTOppDir	deg	2.0690
PTFwdDir	deg	0.5410
PTMax	deg	2.6100
tPlvTrans	ms	-116.6667
tThxTrans	ms	-62.5000
